reviewIndex	encodedSenderId	encodedTargetId	reviewContent	reviewRate	reviewType	DateTime
14003	50c9385b621b1c683ec43864cd662ae584e6f45106919437533b450b3147ab05	612ba68b23db4c6856a0003e9005d54f30bb1edea106ed0e6fc10782fd24d7d9	현재 돌보고 있는 귀염둥이들! 밥도 잘 먹어주고, 어떤 놀이를 하든 너무 잘 어울려줘 요~! 만난 지 얼마 안 됐는데 정이 벌써 많이 들었을 정도로 애교 가득한 예쁜 친구들이에요~! ❤️ 덕분에 많이 웃어요 ㅎㅎ 오히려 맘시터님이 힐링 받고 가 실 거예요~! 이대로 예쁘게 자라길 바라요! ❤️	5	recruitReview	2021-01-04 22:23:40
14006	4ad23b7bd9cd946c5b651ad31e39bb67c04da2dce5659b7d2fbbe81d7cfaae2f	e553d9226183f08835a49fbef9bb2a5e6d88dd0b9244c2d76736bc508195ba98	**이랑 너무 즐거운 시간 보냈고 7개월 아기 돌보는 게 첨이라 많이 서툴렀는데 어 마님께서 많이 도와주셔서 잘 적응할 수 있었어요! 다음에 또 연락 주셔요 ㅎㅎ	5	recruitReview	2021-01-01 14:13:05
14012	d9aa3b670249e7ca1321f32f69777c5aeb293fbaa787ff59a74231698993cfa3	dd32ddca74ec326ae1c3958061d33dbed28634354888d7f7d376bdd8ba5bee43	처음 만난 날부터 품 속에 안기는 예쁜 아이와 서로 상의해가며 아이 키우는 젊은 부모님 모습이 참 보기 좋았습니다	5	recruitReview	2021-01-04 20:30:23
14014	7751c0822e833a544909ce74f3c3bc67e6bd4d3d3616d4a07d3dd3ec5f6f2f35	d07c3f3b701722ae1950390ca356bc6b485695c505a7999de967fae695d93eb7	면접 때부터 아이에 대한 이야기를 들으시고 꼼꼼히 메모하시며 아이와 같이 어떻게 보낼지 대화할 때 믿음이 가더라고 여 오전부터 오후까지 거의 10시간을 두 아이를 돌봐주시며 아이들이 너무 편안하고 질겁해 주셔서 너무 감사했습니다♡ 다음 기회에 또 뵀으면 좋겠어요	5	recruitReview	2021-01-09 14:32:09
14000	3cd6186743fba0ab04129111ba049a40e806f69513b8d830f946dca3d45c4a18	c2c1faf9ca782db55286fd023a0edc58ed530c6bdb859d52ff1a7b20c361fa23	아이를 정말 예뻐해 주시는 게 느껴지고 항상 약속 시간보다 일찍 와주십니다 부모인 저보다 더 열심히 재밌게 놀아주시고 돌봐주셔서 감동했어요 :)	5	recruitReview	2021-01-03 12:56:37
14027	822f61ce0d599289ccc21d5386dd3c1e1ab238a48483bddc9121f291ab8e6f18	f286b3a466388e5ccf531d509c20f5c2041cb1d6957bdd5ba42e0bd03b5fb325	좋은 분이셨어요! 시간 약속도 잘 지켜주시고요 성실하시고 부탁드린 부분 노력해주셔서 감사했습니다.	4	recruitReview	2021-01-04 21:12:39
14034	b7b4146309dabe3d75e9007d7b56e0bc2d79f0a8b5b7ada1ca5eac74d32829e6	e8b2e1dea5835e412ba5b9a35ce4f636f5eb43610e54a56504b7b3486d53bb72	여아와 등원하기 전에 동화 읽기 색종이 접기 등을 하여 아이와 매우 즐거운 등원을 준비하며 보냅니다	4	recruitReview	2021-01-17 18:26:27
14038	16c3436b560c8ae00590c6df25619843cf2bea96cb83833ef4501201138cf426	300c18e84df025595ff113bd88b6145e517b5c435a4b91821309b6ab6e52594b	아이가 활발하고 좋아하는 활동이면 끈기를 보여 즐겁게 일할 수 있었습니다 :) 담요 해 먹놀이 등 타 또래 여자아이들보다 조금 힘든 부분도 있었지만, 돌봄을 잘 할 수 있도록 배려해 주셨고 매번 저녁 식사를 차려주셔서 감사했습니다	4	recruitReview	2021-01-15 13:05:17
14025	1a1039994e9abbbca509bf28a91798b07333a9474835a232057fe9589251c604	e0c915873eaa9385a8a44566b0c69892f3a362b8b66a624178f9f2805abc7b97	채용되어 영아를 돌보고 있습니다~ 아기도 귀엽고 편하게 대해 주시니 감사합니다	4	recruitReview	2021-01-04 10:17:10
14022	cf3dd3c745d02e3aab6d6ba8196bcf46c185721669f1adfd768364b5c581be36	3ef223957934f4ed6eb6dd316f53a4be461e7e5e6cce4c868a998e0a40449329	아이들이 정말 밝아서 금방 친해질 수 있었고, 저도 즐거운 시간이었습니다 활동비는 그날그날 바로 입금해주셨고, 친절하셨습니다~	4	recruitReview	2021-01-05 11:57:02
14028	da96a942a7a2b7693bcc4a8bc49f3ec72818ab17826c2e6c0d076fbf40bb8c7a	7b6bdc78975da0340f7feb91476ba57781b6223e3d921471b35809f07a5f7fff	3시간 면접 겸 부탁드렸는데 괜찮은 분처럼 보였어요 기존하시던 이모님이 12월까지 마무리 예정이라 1월 4일부터 부탁드렸는데 그러기로 하시곤 갑자기 못하신다고 연락이 와서 아쉽습니다	4	recruitReview	2021-01-03 08:36:44
14031	92d48823baa5d36b2cae803869593cef3e2d1f593974d20ef8b91748de23fa33	e7d27b9f03668e71a8acfcec33a46dabc693f2ea757006559c4a0750a2c4a78a	지금 아이와 두 시간씩 매일 함께 하고 있습니다. 나이가 어리고 경험이 없어서 고민하다가 이민 전까지는 취소할 일 없이 꾸준히 올 거 같다/영어를 조금이나마 도움받을 수 있겠다 두 가지 보고 채용해보았고요. 책 읽어주는 거 위주의 활동을 요청했고 약간 미숙 하나 착하고 아이와 잘 이야기해주는 것이 마음에 듭니다. 성실한 듯하여 계속 함께 하려고 합니다.	4	recruitReview	2021-01-03 10:48:33
14023	e5575f7a7acfb0bab31c5f740611c67e24173493432db1f7d1b0700a5bb69f70	47790d696ee4c8c070352643d9b023c811c2d73cb38389d24b7e630aaccfb47e	시범 채용 당일에 열심히 놀아주셨어요~	4	recruitReview	2021-01-17 10:57:07
14020	fbc7f3855c6078132abfe3f9899f4035d5a67e8037685f3744406142622c4d38	33e9620830fb1321fc17d28224b9955113f9985d42425c1b78590af274858c0c	유쾌한 그리고 아이들의 정보도 정확히 알려주셔서~ 인터뷰 잘 마쳤습니다. 그리고 1월부터 케어 시작하기로 했고요. 텐션 최상위 아이들과 신나게 지 내보려 합니다.	4	recruitReview	2021-01-05 10:35:56
14024	56411b8da212836b8858483a4d664ef22dafe48f5d8d97ab759b99bd944122da	f2f8d6d768a737dfeae8adfefdf7bc32f11f09975d306949548fd8a49f122e29	시간이 맞지 않아 못하였습니다	4	recruitReview	2021-01-12 20:25:51
14053	2fa96cffaded58b5d2785fa0ac9093a11e9a388e135a655d3ffe35ebab59b6ff	d5ff0d3b27d28566b2007d5c15da272f0017762544174e25550be317c1f35dc9	감사드립니다 친절하고 따듯하게 대해 주셔서 감사했습니다~	3	recruitReview	2021-01-20 08:52:20
14051	2fa96cffaded58b5d2785fa0ac9093a11e9a388e135a655d3ffe35ebab59b6ff	d5ff0d3b27d28566b2007d5c15da272f0017762544174e25550be317c1f35dc9	선택해 주신 거에 감사드립니다 나중에 또 뵈어요	3	recruitReview	2021-01-20 08:48:43
14043	8c6ecdbc57d8b93805e935dad1d85ea43b9259943ca2dfff1876213e002a2212	ab82ea73b2bda20ec35d04f7bd934531eb07677294fe0951224fcaf443904c9b	급하게 잡혀서 활동했지만 즐거웠습니다	3	recruitReview	2021-01-02 07:30:28
14049	bfa1f67f21d1550fe7c0b03f6a25cebe4ad9856e0bbb6eb0ae482d9de5575f71	47af2d5275e389120785054bba8f5fde63ed8d68b7c84de6af475ab4f9ca5038	너무나 예쁜 아기들의 순수함을 느꼈던 시간이었습니다 건강한 아기들로 자라길 바랍니다	3	recruitReview	2021-01-10 09:38:04
14047	726b564aa662b0f5635e7070fc47333164b197990244ad273153bf33b7ae76ad	8fc7fa8c145321bbe4a97902a8537202ffc262cedaf13076813a49617245ab00	저희 아이와 맞지 않아 시범만 하고 수업 진행은 못하였습니다.	3	recruitReview	2021-01-11 11:19:19
14050	52d4f59e46dafd9bb724222c23250c65a87d122d0a5dd6285825b3b516337867	ad455c599c79839b20cfe2471655272dd252f2c1bd45529efe35ed1a1e2614a7	첫날 약속시간보다 많이 늦으셨는데 잘 놀아주신 긴하셨어요. 둘째 날 맘시터께서 급하게 일이 생기셔서 오시다 못 오시게 되셨네요..	3	recruitReview	2021-01-15 13:07:38
14059	39fc47ed48217cc8c28ab44f71c0888f64e910020566945d5380a8681f76801e	095fef680833fd38f55241447a2aed860420af52db708d2246f78de0a9a90844	아이와 잘 놀아 주셨는데 아쉬웠습니다.	3	recruitReview	2021-01-28 22:18:55
14054	e1a124b41078f9b20b28ca69ce724b41deccb0f9e836253680d6936d37fd7753	9eca34589c8317cd0775cbc13b02d5a837b60329ab817979acc66e00c8c42669	열심히 하 실려는 모습은 보기 좋았으나 아이와 소통하는 방법을 잘 모르시는 것 같아요 ㅠㅠ	3	recruitReview	2021-01-19 11:20:27
14048	181324e7debbbfba74bb5ba1fe38d13176b3ba91db5adff003a20ddc01e966e2	e96ccd53fbae322b65ea244d5e2d5e3b96a6f02bf86936e46c1cc1bbae36b643	아기 이 뻐 해주셨지만 처음 인터뷰할 때 아기 낮잠 때문에 첨부터 길게 못하고 월 화 목 금 3시간씩 요청드렸는데 일주일도 안 돼서 갑자기 더 많이 하는 곳으로 가길 원한다고 통보하시더라고요. 그냥 아기 플레이 메이트를 구하라고 이야기하시질 않나.. 제가 복직하면 점차 시간을 늘릴 계획이다고 처음부터 이야기도 드렸고 합의 한 부분이었는데도 약속을 어 기셨고 그래서 저도 새로운 분을 바로 다음날 구했습니다. 이 모 님 약속이 한결같이 지켜지지 못한 것 같아서 좀 많이 실망했어요.	3	recruitReview	2021-01-13 22:13:36
14052	12252d317468e3fe5d13c424c4210c9dbbdfab56036e8546840a2067388d70cd	30ac6c46571c399f9398633766b9e147f52b21eb1e7517a932f7c91a327f09d8	아기가 적응을 못하여 이틀만 부탁드렸습니다	3	recruitReview	2021-01-28 08:37:54
14055	9eca34589c8317cd0775cbc13b02d5a837b60329ab817979acc66e00c8c42669	e1a124b41078f9b20b28ca69ce724b41deccb0f9e836253680d6936d37fd7753	여러 가지 일정으로 못하게 됐습니다 좋은 시터 분 만나세요	3	recruitReview	2021-01-25 07:08:55
14042	480a08f15c92ff233d1bf45c5d3154df6493e7ad323587720a8f75782fec3cf9	36e56ce6d3019725fcf6b16a11640c1d12dce040e83be6bcffc5c4c6201d2503	저에게 신청해주셨었는데. 이후에 연락이 닿지 않았습니다. ㅜㅜ	3	recruitReview	2021-01-09 21:04:29
14079	7017fe9460782f1b078d7a33210162a53199e7364a6754973fb4b3ef57e3b7f1	fbbf6b6fb45576e090500d76ebe06505c7b8d683db7cd0cd843c9152bfb79797	수락해 주셔서 감사합니다 인터뷰 면접은 언제 하시는지요?	2	recruitReview	2021-02-22 14:29:59
14077	40922ef25a387011e41e75c686a4d5c962ca8847f16dee206ed447752dfd71f6	78f5c2cf4b01a9efb1c0dd702adb7c534ef5ceb6c6c06a8014f4cdbdf965b6bc	열심히 하시려는 모습은 좋아 보였지만. ㅠㅠ 아기가. 너무 울고 선생님과 적응을. 잘못해서. ㅠㅠ부득이하게. 오래 함께 하진 못했네요 수고하셨어요~~	2	recruitReview	2021-02-26 17:52:54
14072	34dfcdd1877c17ee7165ea76e12126467655e6180bd60ce9d42c675d4cd3aaa8	d71e88fe64873ae5a30059c7cf9762978f8ddf68e2bad937bf8c647cf0af8b9b	예정된 다른 일정이 있어 매칭이 안 되었습니다, 좋은 시터 분과 빨리 만나시길 바랍니다.	2	recruitReview	2021-02-06 20:26:25
14067	c18f23ca0349398a977adc0d116a449ad7c145efc65eb56d2c25656ad7dd33b8	18a6eaff3e86c14c52ddabb9e37ad9e09afa9733eb4c02896178f5e8b9cae567	부모님, 할머님이 다 친절하게 대해주셨습니다. 아이들도 처음에만 닟설어했지만 아주 잘 따라 주었습니다.	2	recruitReview	2021-01-14 15:14:39
14061	2918ea3415a5f95cd7c44781d8a5a7b7de51afc457c34715257b640cb4ace0de	48a6ad5699a9e83d5a5522c024d4abae832d0991c4641d54b96ed8bed57993d2	아이와 잘 놀아주십니다. 장기 채용하였는데 가족분들이 일하시는 거 반대하신다고 근무 이틀 만에 그만 두 신다 해서 조금 난감했습니다.	2	recruitReview	2021-01-07 13:18:52
14076	eb3f62f0aeeb76319fa82f1303ff0caa409322d613f7d47dc313b6298539b86b	931a918f6ff88ae369488428fc883b6a18d78e60348a28383446b588cff0f556	아직 많이 미숙하세요 어떻게 아이랑 놀아야 하는 법을 모르세요	2	recruitReview	2021-02-16 20:58:46
14071	77756348178d192ad57c8437e34e2590d374146d6b9100baa977e950e210318e	e6083c3621ca1a33b5e74f19b956e1c2e95cc341f9d59b69a5c7b05b537c1b7a	집에 13개월 아가와 5살 남아가 있는 집입니다. 13개월 아가는 제가 케어하고 5살 남아의 하원 및 돌봄이 2주 동안(9일) 필요해서 신청드렸습니다. 그러나 4일 동안 아이를 봐주시는 중에 2일은 10분 이상 지각하셨고 아이가 화장실을 갈 때도 저에게 맡기시더군요. 그리고 중간에 돌봄을 그만둔 가장 큰 이유는 아이 저녁 때문입니다. 돌봄 시간이 4 시에서 7시였는데 아이들 저녁 이 애매해서 13개월 아이와 5살 아이를 같이 먹이고 처음에는 시터 분도 저녁을 같이 제공해드렸습니다. 그럼 5살 아이는 저녁을 먹여주시거나 케어해 주셔야 하는데 혼자 맛있게 40여 분 동안 드시더군요. 이틀 저녁을 드렸었는데 변하지를 않아서 나머지 이틀은 챙겨드리지 않았어요. 제가 혼자 아가 둘을 케어하기가 좀 힘들더라고요. 놀이는 아이에 맞춰서 놀아주셨어요. 성격은 밝고 좋으신 듯 하나 책임감이 있어 보이지는 않았습니다. 놀이 제외하고는 평가를 좋게 드릴 수가 없을 것 같아요.	2	recruitReview	2021-01-29 20:09:17
14068	a160323051fe010bbc71a613db4ed6f27aabee579199acdce48ad0271b4ff021	28ee01dca7654af3271dad06d4f5454e7f9592e54489aee48fa174da2cf38df4	아이를 돌보시는 부분에 제가 알고 있는 양육과 달라서 많이 놀랐습니다. 더는 자세히 작성하지는 않겠습니다. 짧은 기간이지만 아이들 예뻐해 주시고 감사합니다.	2	recruitReview	2021-02-04 20:38:02
14062	68f7657dfbd92eeb38bd6c7d2b0651eaa6e343d165f649b8161aa6d5979848e9	9a419e36129311bc25695d3e5a2f3b9c87a4f2f61d3b2738dc11f0fbd0db715f	아이에게 언니처럼 대해주긴 했는데 경험이 부족하고 적극적인 느낌이 없어서 좀 아쉬웠고.. 핸드폰을 보여주시더라고요.. 아이가 보여달라 했어도 좀 아닌 거 같아요.. 사정이 있으셨지만 밤 11시에 채팅 주셔서 못 오시겠다고 하셨는데 제가 알람을 안 켜놔서 확인 못하고 오셔야 할 시간까지 기다리고 있었네요.. 제가 연락할 일 있음 번호로 연락 달라고까지 얘기했었는데.. 채팅 안 읽고 답장 없으면 문자로라도 한 번 더 연락 주셨으면 어땠을까 싶네요. 아쉽습니다.	2	recruitReview	2021-01-02 06:57:08
14075	13222340891735a395f3aff09944fc5a32445518fe8102b33d001a51e5e91115	a035653fbebc832eecd3f85188d2ffea21d694e191a57c35363c48b417a4939e	저희 집이랑은 맞지 않았어요 다른 곳 찾으실 수 있을 거예요	2	recruitReview	2021-02-17 20:06:20
14064	da96a942a7a2b7693bcc4a8bc49f3ec72818ab17826c2e6c0d076fbf40bb8c7a	a7b07ad9c1ef6094f6b005fecf017612ecf8bab91abd4a165d42dabbb186bfdf	저희랑 잘 맞지 않았던 것 같습니다 ...	2	recruitReview	2021-01-06 22:12:16
14063	9a04cfd052de16758f4ef1b096b8bf50356395fa9aeb89d834395266f3e75208	70c1e21e985f8aa7a00fcdc692a8642e6dd2835bdceb2b8cdf17e5bfcdad3076	기본적으로 선한 성품이신 것 같으나 그 외 원활한 커뮤니케이션과 전문적인 돌봄은 기대하기가 어렵습니다. 그럼에도 돌봄 선생님이 계속 바뀌는 것 또한 좋지 않은 것 같아 계속 함께 하려 했으나, 서로 간의 신뢰를 깨는 언행을 하시는 바람에 더는 고용할 수 없었습니다.	2	recruitReview	2021-01-13 13:11:05
14070	b6699e4e6594ad0b75dfb30c44fd4a2cb8e4ddfede4ca0edcb06b89d29851233	cd4c20fd28234c4407eddf0722fcba4e1fb909ad82e74a2695b203b818edf7e7	좋은 분이시겠지만 손길이 거칠으시고 다 큰 남자 아기를 보셔야 할 듯 시터 분이 알고 있는 상식이 맞는다고 생각하시는 분이라 아기 엄마 육아 방식에 따라주시는 스타일은 아닌 듯해요 대화로 맞춰가기에는 좀 센 분이라 저는 못 맞추겠더라고 요 그렇게 하면 안 되는 이유에 대해서 일일이 설명하느라 가시고 나서 아기도 저도 뻗었어요 너무 피곤하네요 ㅜㅜ	2	recruitReview	2021-01-22 16:07:10
14069	dbc8ad154d9cbbc0586080c939d2190537c2df062f0927330851ebb94ba17394	5dccb0d835509ac906516f2e0e384d71ab868fbc8048b1f335c63d6e2f131006	돌봄은 잘 놀아주시고 괜찮았는데.. 하루하시고 다음날 당일 못 온다고 연락 주셔서 당황스러웠습니다.	2	recruitReview	2021-01-25 12:42:27
14073	243aaf1c93f69713797866e09ab200dc80237cd53b1672be804da0fbf8fad63c	5db8f5e549d56530688505c42f901f8471c5ad764767c12d4dcd79dc4e8f7fa6	지난주 2회 돌봄 해주셨고, 오늘 오시는 날인데 갑자기 다리 다치셔서 못 오신다고 연락 오셔서 당혹스러웠어요... 정말 더치셨는지는 모르겠지만, 조금 책임감 없어 보이셨어요ㅠ	2	recruitReview	2021-02-23 10:24:40
14078	8bf074bb1f870553d543acd491818d76fe20c02835e5d190f3ef6f2c4934e955	8fec47b1ade6347b19d938c83c9351a7de28208fbb7b0a83d105d8680d2c7307	연락이 되지 않았어요 더 좋은 씨 터분으로 만나셨으면 해요. 건강하세요	2	recruitReview	2021-03-05 22:02:41
14099	e5b40159d2c51cdcd96097bce60f1043573525a7b5a96b8a9253ac23848cb177	2c25d1e44fdfcfe113fbd85cd2b99dc30e64af00b7f69ced2c0b0522d14e62d0	아기가 안으니까 너무 울어서 한 시간 하고 감 인터뷰비를. 달라고 함 오자마자 아기 안았더니 울어서 엄마 품을 안 다 모 나에게 주더니...ㅋㅋ 내가 20분 안고 있었음 조금 놀아주고 만 원 받고 인터뷰비까지 요구해서 이건 아닌 거 같다 싶어 인터뷰 무슨 인터뷰를 했냐니까 그럼 만 원만 달라 함 인터뷰를 했어 말이 지 최악이었다	1	recruitReview	2021-02-05 20:15:34
14082	b2f84e046fadfdb0e78474ab450e8399293ba04bf7afd5eef3dd7a8f41e845d3	34a4d0c1ed9d20359a740718c525f4ca53998664a726c8d9ec91cad23e4a3850	하루하고 그만둠. 문자로 연락 책임감이 없어요..	1	recruitReview	2021-01-19 08:38:16
14094	b6699e4e6594ad0b75dfb30c44fd4a2cb8e4ddfede4ca0edcb06b89d29851233	20a5c99e3c7723d8a640980724732b3302f159976c061b0f10849b0ce8ad4709	오시기로 해놓고 당일 몇 시간 전에 맘시터 채팅으로 다른 곳에 취업했다고 통보	1	recruitReview	2021-01-31 17:48:54
14088	3c84156339e0bbfcdf23e5eed2d736f10d173a3915974f6bdbe17d0f36a6c7df	4c9a29df49066d98af9f7f4705decbc51bc7e38880b43db8299dbf81ef521a92	"이틀간 고용 했습니다

가감없이 리뷰를 남겨야 이글을 보시는 다른 부모님들께서는 피해가 없을거 같아 최대한 솔직한 후기를 남깁니다.

이전에 남긴 내용이 있지만 이모님께서 계속 리뷰 삭제를 강요하셔서 (새벽 3시에 문자오심...)

불필요한 부분은 수정 및 삭제 후 다시 보강/수정하여 솔직하게 후기를 남기겠습니다.

1. 청결

- 토요일(1월23일)에는  글자 수 초과"	1	recruitReview	2021-01-25 00:48:43
14086	c1a78950e97c77d1aa4ce0d315bd6a0d54c96b730e24f9b073ea7caf3a8f94e8	5172664e7d20ac9c852003e494bf37e9687c48951d08b9fadec392d28cde3697	하루 봐주시고 일 못하실 것 같다며 문자로 계좌번호 보내시더라고요 통화해서 하시는 말씀이 애를 돌봐보니까 애가 다칠 수도 있겠구나 싶어서 못하시겠다는데 그럼 이 일을 왜 합니까. 야 맡길 때 없는 저처럼 일하는 엄마들은 갑자기 이렇게 나오시면 얼마나 당황되는지 아니 키워보신 분이 잘 아 실탠데 해도 너무 하네요. 그럼 전화 한 통해 주시는 게 예의가 아닌지, 문자로 계좌번호 만 넣으시면 되는 게 아니지 않나요? 맘시터 사이트 이제 이용 못할 듯싶네요 좀 관리 좀 하셨으면 좋겠네요	1	recruitReview	2021-01-18 13:43:47
14085	457df3f12f6f8c2fe9996dc4d85ba38c272f6452053d672860c74cba97d0465b	a4e0df3d20c4749a042df89b628d41a53ae7cd227e6cf536eed0fd114234007f	하루 애들 봐주시고는 장기간 찾으신다고 문자로 일방적 통보하시네요. 당황스러웠습니다.	1	recruitReview	2021-01-08 21:10:47
14097	c35722a1af0efc5d66800b690f7b8619c834b07bb8a19d0004417588304ae008	863f33857e8375827d45a85d2f87b7ff5bc8393a1caf9503e93faff02a1d83a0	처음엔 아이를 돌보는 것에 진심이고 정성을 보이는 것 같았으나 당일, 그리고 전날 저녁 돌봄을 할 수 없다고 통보하고 톡도 전화도 다 받지 않으시네요. 책임감에 대해선 참 아쉽네요. 어 터구니가 없습니다. 바로 다음 날 제 일은 어쩌란 건지 제 사정과 상황 다 알면서 통보 후 잠수라니 정말이지 당황스럽기 그지없는 현실입니다.	1	recruitReview	2021-03-01 20:24:31
14091	7cb85941a782050778023de3e17d3173401bdd4a837a2852f71f44f6f698ce1a	5c444c06fcd4f0e6e363689f53c3308a88e449002a3275f011abde8f363d68cd	"꼭 이 후기를 보시고 돌봄하시기를 바랍니다.
이분은 돌봄후에 연락두절이되었습니다.
그후 맘시터에 도움을 요청하니 연락이 오더군요.
돌봄비르 나중에 준다고 하거나 이사후에 준다 이런식으로 돌봄비를 미루며 자신이 수급자라 돈이없다 돈이 없는데 어떻게 돈을 주냐 그러니 나중에 주겠다합니다. 그래서 제가 지급명령재판과 소액증명재판을 할것이다 하니
끝내 돈이 없는데 글자 수 초과"	1	recruitReview	2021-01-25 14:11:38
14081	d0cdeabfbd243cb70828b501a996a5c00f5800505acdc36430d632bdcb9199dc	aee677f4edb886a92f6a196a6660a52fceb893aff0bef92a7cb3c13e8b4693e0	경험이 많이 부족하십니다. 경험이 없으신 건 사실문제 되지 않기 때문에 채용했습니다만, 오셔서 보여주신 여러 모습들과 업무에 임하시는 태도가 해당 분야에 맞지 않으신 거 같아요.	1	recruitReview	2021-01-21 22:05:17
14098	32b08cc563d51f4488ea1fb41e998067f375d6262df30ab9514f86ece895df23	e01b3f7b2b6cca8f139d79a5bbba417292d5a987d34d23470a5bf2b25adfae95	출근하기로 한 날 30분 전에 출근 안 한다고 일방 통보하고 연락 안 받네요. 무책임한 분이라 어머니들께 채용 권유하지 않습니다	1	recruitReview	2021-02-10 07:51:48
14105	416c8e02cd6fddf06d8815be604341e11489478884490afa3598daa6d5739a58	e5a75749305358ecc595c9ec04fc3793cd5c30080717bd507fc9999adb3f2d69	아이를 진심으로 위해주시고 좋은 말씀 많이 해 주셔서 감사합니다 .. 사 정상 일정이 변경되어 인연이 되지 못했습니다	5	interviewReview	2021-01-04 17:13:25
14110	a77f38adddea8d207fad4e4137d957698ac6a9c89f14ca4cc42e5c5bea859994	2dc8ec34f4efc6124ed7194d72f052ecfb817ac13310cef6bded0365ad7f78c1	시간과 아이 둘이라 조건이 잘 맞지 않아서 전화 인터뷰만 하였습니다~	5	interviewReview	2021-01-04 20:07:15
14103	c2fea372f8e742ff798b930d9e87c177f6c31cd08efc763c2746d3b5cc826868	d7b922a912162a0a199fb41b2889b93658b0b4b02779e308c4afb795b1d87000	대면으로 한 인터뷰였지만 좋으셨어요!	5	interviewReview	2021-01-04 13:34:47
14104	a75d285143ba2ecf246480fd92a31161a3459fbaa2257d8e6d3c8efce1ac7bf2	51303ba19d581387fa123764a334bfacfb491bcb18d703929997a008cfa27c4d	조건이 맞지 않아 채용하지 못했어요.	5	interviewReview	2021-01-04 02:16:53
