reviewIndex,encodedSenderId,encodedTargetId,reviewContent,reviewRate,reviewType,DateTime
29,39c579486e4b5d2cc1c8cd79a738cce313847dbe01dbfffb318b8ff9dcd2ea42,dd4b0eca896990d8bfec0dd0c2d9130a0c8e5385b23c0457e8746f9bf412f3aa,채용해서 아이들을 며칠 돌봤습니다. 혼자 본 것도 아니고 저와 이 모와 같이 보았고 식사시간에는 밥도 챙겨서 먹었고요 일방적으로 자기와 맡지 않는다는 책임감 없는 문자로 약속도 다 잡은 상태에서 전화도 아니고 톡으로 보내고 오지 않아 화가 났어요 그래도 오는 동안은 성실하게 시간 약속 잘 지켰어요,2,recruitReview,2020/01/16 14:56
30,dd4b0eca896990d8bfec0dd0c2d9130a0c8e5385b23c0457e8746f9bf412f3aa,39c579486e4b5d2cc1c8cd79a738cce313847dbe01dbfffb318b8ff9dcd2ea42,아기들이 예뻐요~ 활동비도 바로 주시고 짧았지만 좋았습니다!!,3,recruitReview,2020/01/17 14:53
31,ec9dbb31eeb6abadaff09f320aa84fed400017a4c1136484e1b329fb4f8da060,b5dc034f6d4e4c152a3028fb607777912d051d42ebda964eeab8073fff3b2015,시터 분 스케줄이 너무 빠 박해서 채용하지 못하였어요,1,recruitReview,2020/01/28 14:41
32,e8f5e9501df99f151322b8b4f6cd90c9c5e7ebe3a5a7fefe96f8e34de6605a57,08c91571bc6d20cde4d5f9b514271cd2b48c77afd7335279530d720b36d8b851,"급한 사정 때문에 채용하게 되었습니다.
아기를 무척 예뻐하세요.
바로바로 활기차게 피드백을 해 주셔서
큰 아이들에게 적합하십니다.
좀 주관적이기는 하나
영아들에 대해선 비전문적이신듯 해요.
아무래도 육아라는 것이 엄마들에게도 정답은 없으니
개인적인 생각에 가깝습니다.

다만,
제가 외부에 있을 때..
채용된 날이 남아있었음에도 다음날에 못 오신다며 계좌번호를 덧붙이신 문자를 보았을 땐
집에 아이와 단둘이 남겨둔 상황 때문에
밖에 있는 내내 너무도 불안했었습니다.
아이가 너무 힘들게 했던 걸까.. 아니면 
급한 사정이 있으셨나 싶어 가시기 전에 여쭤보니
그제서야 '미안하다 선약이 있었다.
어제 말했어야 했는데 미처 말 못 하셨다.' 하시더라고요.
굉장히 불쾌했습니다.
처음 뵈었을 때 다 좋다며 엄마 시간에 맞추시겠다고
웃으며 말씀하셨을 때에도 이미 선약이 있으셨던거죠.
단 이틀만 일을 하실거였음 제 지원서에 지원하지 않으셨어야 했다고봅니다.

어쨌든 아이를 열심히 봐주셨기 때문에
감사한 마음에 그에 대한 배려도 해 드렸습니다만,
좋은 기억으로 남지가 않네요.

맘시터를 알게 되고
좋은 분들을 만나 굉장히 만족하고 있었는데
이런 단점들이 보여 아쉽습니다.",2,recruitReview,2020/01/02 1:14
33,4de1d9f46aec370fc31a0f28ddc32da8ce251e023d7aea18677e0bba4d4070fa,aaa9cd98fed9648d96ab00686a1f9ab106383d4c095cc0dba47ffbaccbf51261,아이 돌봄이 처음인 듯합니다. 아이에 관한 특징이며 개월 수 등등 먼저 물어보는 게 당연한 데 아이한테 제 이름을 부르는 당황스러움... 더군다나 첫날 원피스를 입고 오신...ㅡㅡ;;; 아이가 좋아해서 그냥 계속하기로 생각했으나 ( 뽀로로도 모르심... 여기서 의심) 다음 수업 때는 연락도 없이 나오지도 않았네요 ㅋㅋ 오늘 오전이라도 연락을 기다렸 는데... 사회생활 처음 해보신 것 같네요.. 20대는 책임감 없을 거라 생각해서 30대 후반 채용한 건데.. 이건 뭐 ㅋㅋ,1,recruitReview,2020/01/17 11:20
34,e9809ad2911092afd9dbc594b2f428c109e15b8e4dd78b706720cd39b52e2fee,dedd3ceb695ceae2116188a64ee3446aaec4fbd4ad0f821b6183abf707848616,8일간 함께 하기로 했지만 다 채우지 못하고 종료하게 됐습니다~ 아이가 정말 예뻐요~,3,recruitReview,2020/01/10 21:52
35,229eb26ee3e9f39718c57e682f69f092cada5034d2a2930ae4a60e6c01c67de2,8ce7c39973da376cb1f4cfa5d192cbb8ae41f999d6eb2e1b7e7d56f95a5b2899,저랑은 맞지 않아서 하루하고 그만하기로 했어요 가시고 키즈노트를 앨범으로 만든 것을 아무 곳에 두셔서 아이가 만지다가 좀 구겨졌네요 저는 앨범 같은 거 아주 소중히 여겨서 아이 손에 가면 파손될까 높은 곤에 올려놓았는데 여태껏 무사하던 앨범이 ㅜ 오늘 발견해서 정말 기분이 언짢네요 앨범 같은 건 다 추억인데 그런 걸 막 하시는 게.. 수지 침통도 내려놓으셔서 바늘 가지고 놀뻔했고 요 .. 그거 다 손 닿지 않는 높은 곳에 둔 건데 정말 이해가 가지 않네요 뭘 탐색하시는 건지 .. 아이 장난감도 많은데 아이 키보다 높은 곳에 물건에 손대는 게... 저는 싫네요,1,recruitReview,2020/01/01 18:16
36,760c2a7dbec68a4026ea633203c0be43ac18e940ba288f4c53b1a115113882ac,4760a05833798119e6da0207d7d35362b3f2f4ac94b912ee9fd6d853b73eb381,부모님 하고 제 생각이 좀 안 맞았다고 생각합니다 아가는 순하지만 이유식을 좋아하지 안 해서 조금 당황스러웠지만 이유식 거부 시기도 있다고 하니 크게 문제 될 것은 없다고 생각합니다 이쁜 아가와 잠시 동안이었지만 즐거웠습니다,3,recruitReview,2020/01/20 14:14
37,4760a05833798119e6da0207d7d35362b3f2f4ac94b912ee9fd6d853b73eb381,760c2a7dbec68a4026ea633203c0be43ac18e940ba288f4c53b1a115113882ac,밥 먹이는 거 힘들어하셨지만 시간 약속은 잘 지켰습니다.,2,recruitReview,2020/01/20 10:11
38,3e78b82377502d38c65e2332496309a658b987b1e5b3e910c0ce99c9f2f52a17,5d6b463ebc8e6dcc355f290bad65c98e242929fcb1a8674a28e5f0fb0891e09c,맘씨 터일은 처음 해보신다고 하셨는데 동생들이 어려서인지 의욕적이시고 괜찮았던 거 같습니다~ 딸내미 자다 깨서 우는 거 달래는 데 들어와서 안 자는 거 아니냐고 하셔서 낯가리는 애 더 울라 그랬지만 요 ㅋ 본인의 동생 둘 돌봐온 경험치로 잘 달래보고 싶으셨나 봐 요~~ 하지만 갑자기 들어오셔서 전 좀 당황했습니다;;;,2,recruitReview,2020/01/10 18:52
39,6a596fb491400bbbcbae5ab0ddbd709614a34528751373f11ad6ddc05bb94fe4,3db38dbd4137ef297482ae8de84161118dd036be25ac5976b47dd1be20bbf1b0,"좋으신 분 같아 저희 아이를 맡기려고 했으나, 허리가 아프셔서 못 돌봐주겠다고 하셔서.. 인연이 이어지지 않았습니다.",3,recruitReview,2020/01/08 13:09
40,1414b0f8de60fb65f4db3ab388ab45dba110aa21e806e8d7f50a050967388383,fa051519daed34f6365fa788338db2e5bab19c6c8eab03b6fd1b964334e4919b,"채용후 4일째 되는날, 아이가 옷을 입지않는다는 이유로 아이의 팔을 쎄게 잡아당겨 5살 아이의 팔이 빠졌습니다. (참고로 이 아이는 5살동안 한번도 팔이 빠진적이 없는 아이입니다)  
cctv확인결과 팔이 빠진후 아파하는 아이를 30여분동안 아무런 조치를 하지 않았으면 부,모 누구에게도 연락조차 하지 않았습니다.
아파하던 아이는 현관문만 바라보고 앉아서 아빠가 오기만을 기다렸습니다(cctv상시터분은 팔이 빠진사실을 알고 있었습니다) 
퇴근후 돌아온 아빠가 아이를 응급실에 데리고 가서
치료하였습니다
최소한 시터교육을 받으셨다면 누워있는 아이를 일으킬때 어깨를 지지해야하고 그정도의 세기로 당기면 안된다는 사실을 아셔야 합니다
하지만 그보다 더 큰 문제는 그런일이 발생한다면 
아이를 방치하기보다 본인이 조치가 어려운상황이라면 부모중 한사람에게라도 연락하셔야 한다는 사실입니다. 
시터분은 그 후 죄송하다고 진심으로 사과하셨고 
일을 그만두셨습니다
하지만 아이를 보는일에 좀더 신중하셨으면 좋겠습니다..",1,recruitReview,2020/01/11 18:15
41,ee61abd6e40de9afc9fcfabacf556f988f7236f29cbdb2bda57ca09af4bb15db,024f5ab188132660f2756a638502620c37904ee9ee687874b3cb5260c268d6a8,수락은 하셨는데 아직 아무런 연락은 없으셨습니다,1,recruitReview,2020/01/02 16:11
42,e6cd5ab46349b58af36fec8d47daa96923a593b5f524ad8c82c8078c58bbdab8,ab44904f3eded95aeacbb4e33caf7fb7d75511125573ca4a38a21c5df9f24a61,시간 맞춰 오시고 아이랑 잘 놀아주셨어요~ 아이가 좀 활발하고 에너지가 많은데 조용 조용 놀아주시다 보니 좀 더 활발하게 놀아주셨으면 하는 아쉬움이 있어요~,3,recruitReview,2020/01/04 15:02
43,c24fabe7d5219ed47d0db5cf59e9dae96e75d03c526671a9254b1812e160111f,158dc59357c4b42173f4332b6be60aa47ed1130271321f19b330cae16cfc9fef,약속도 잘 지켜주시고 아기도 좋아하고 했는데~ 몸 상태가 안 좋아지셔서 길게 함께 하지 못해 안타깝네요 ㅠㅠ,3,recruitReview,2020/01/19 20:59
44,8b493f46074a3924140ecbfcdf943878411faeb420c5f75ff6ec749d364651d7,f9d573f21bb2e043b4e3731ca91372a491f5f48edbd5652794a55203a3f6d7e2,시간 약속 잘 지켜주 셨어요!! 유아 관련된 일을 하신다고 하시네요!!,3,recruitReview,2020/01/11 1:03
45,eecc65b00b675a93840146174ee2378602e1a8818d107c79000b41291677e17c,d7b0a8cb56badef3f09c2a0894769f79c6c3a505ff5a1617463e8d381052610c,채용되어 하루 일했는데 부모님의 개인 사정으로 시터를 그만두게 되었습니다,3,recruitReview,2020/01/11 11:22
46,571192bc42bf8f0b8cf20fbcabe9aefde9e88323c527a059588cc16e5edde78b,d2338ba0dd7851af0a432f9b6db33bf7ad93d466b333d230c0e9e0079c0cc3b0,분명히 1년 이상 장기 가능자를 원한다고 구인하였는데 한 달도 안 되어 취직을 하셨다고 더 이상 못하시겠다고 하셔서 많이 당황스럽습니다. 또한 갑자기 그만두신다고 하신 다음날 대체해주실 도우미분을 구하지도 못하고 어찌해야 하나 동동 거리고 있을 상대방 입장은 고려치 않으시고 거두절미 바로 입금 안 됐다고 아침에 메시지 주시는 것 또한 그리 기분이 좋지는 않네요.. 믿고 맡 길 수 있는 분으로 생각했었는데 이미 다른 일 구직 중에 있는 상태에서 연락을 주신 건 아닐지..... 아이를 맡기고 부탁을 드리는 입장이라 엄마의 마음으로 도움을 주실 분을 찾는 건 모든 엄마가 같은 마음일 것 같은데 왠지 아이를 상대로 본인 일만 챙기시려는 것 같아 많이 허탈하네요...,1,recruitReview,2020/01/22 9:48
47,a3056ab05bb26544178f41c6f490353e6e86f2437622d5a9adade686e2ca7199,db0eaab1570c28b7dd0c72f37cfb17730eca9854f7aeac61c1327a878d5622b9,첫 출근 14시간 전 일방적인 켄 슬로 당황스러웠습니다.,1,recruitReview,2020/01/06 18:51
48,9b165cc0ac68556c35298e29d1436c7a2232153dc2d9089c51fb8ac9b9a40543,33b343e67a06526d1373f147c3c21cf68dd5202d586aa71bae50dc9b8f3640ea,세 시간 전에 갑자기 캔슬이 됐어요~~ 몸이 안 좋으시다니 어쩔 수 없네요..,2,recruitReview,2020/01/08 7:37
49,33b343e67a06526d1373f147c3c21cf68dd5202d586aa71bae50dc9b8f3640ea,9b165cc0ac68556c35298e29d1436c7a2232153dc2d9089c51fb8ac9b9a40543,전화 인터뷰 후. 오늘부터 돌봄을 하기로 하였으나. 자고 일어나니까. 감기에 걸렸는지. 제가 목소리가. 잘 안 나오더라고요 ? 아이들과 생활해야 하는데. 이런 몸 상태론. 예의가 아닌 것 같아서 ?아침 일찍 연락을 드렸더니 ? 쿨하게. 받아들여주셔서 ? 아쉽게도. 아이는 만나보지도 못했습니다 부득이하게. 약속을 못 지켜 서. 부모님께 죄송한 맘입니다 다른 시터 분 만나시길 바랍니다 감기 조심하시고. 건강하세요,3,recruitReview,2020/01/08 7:29
50,1abbd2e192fca41184fa7c88ba0febd33830bbc480505f528d9bf82461a9107a,6d8f0305ec78e0c02a653f62e87e92b3015f3e34a9df1125fcc5b30ba9ccb176,부모님은 좋으셨는 대 일 방향이 저와 맞지 않았어요 아이케어가 아닌 가사도우미가 필요하신 것 같아요.,1,recruitReview,2020/01/08 12:38
51,6d8f0305ec78e0c02a653f62e87e92b3015f3e34a9df1125fcc5b30ba9ccb176,1abbd2e192fca41184fa7c88ba0febd33830bbc480505f528d9bf82461a9107a,근무조건이 서로 맞지 않았던 부분이 있었습니다. 저희가 신청할 때 작성한 내용이 잘 전달되지 않았던 것 같습니다.,3,recruitReview,2020/01/09 12:27
52,f5ddcfd8ff9c1b908b24652f3560dcb3d88ca45608a871344b3a19b5036f86fe,d96dd0033777be2a0d5f644c40e1f8375e16917a46a2b34b3751c4b069ca291f,저에게 신청해주셨습니다 연락 주신다고 하였습니다~,3,recruitReview,2020/01/05 13:32
53,259a0c7bd5bdf0dd57ee59b28c51a56e567b9e854ca302ce0c0a0dbf407ca09b,ee61abd6e40de9afc9fcfabacf556f988f7236f29cbdb2bda57ca09af4bb15db,아이 안전하게 돌봐주셔서 감사합니다~!!,2,recruitReview,2020/01/10 20:47
54,beeb52eabb5c2818ac0cd9ba716464e82a0efbfa17bb75d414c3bfcfb0772f38,3745b0ea1eaabb5b56e50164dcbf2263ef866d7e96e3e30d54889e3c128a2ea9,"연락은 되지 않아 아쉽지만, 기회가 주어진다면 꼭 뵙고 싶어요",3,recruitReview,2020/01/06 12:57
55,3745b0ea1eaabb5b56e50164dcbf2263ef866d7e96e3e30d54889e3c128a2ea9,beeb52eabb5c2818ac0cd9ba716464e82a0efbfa17bb75d414c3bfcfb0772f38,기간이 맞지 않아 거절했었는데 열한 번이나 계속 연락이 오셨음 처음에는 기간이 맞지 않았고 다음에는 다른 분과 매칭이 되었는데 계속 계속 연락하십니다,3,recruitReview,2020/01/06 13:11
56,b8883abe1e3b80a2469c0f306a6ed39c058cb90302914ba39f3560e74f9a54df,e79139297bce6667311577921cdb850d2a6bed15332b876619893794c12f8c80,성실하고 친절하게 잘해 주셨습니다,3,recruitReview,2020/01/14 1:57
57,39c0fb0e1c37e9f757bb9019f8b1fc3d79a0993b4de7718bf7eb37e8c90451d3,950fe1c0d52cf59d225fdd5b6b6c8baf69b2631f1aba9dfd7a6384556e1e14c1,아이들이 낯가림 없이 밝게 놀이에 참여해 주었습니다 다음에는 정확한 시간을 약속하여 활동하면 좋겠습니다!,3,recruitReview,2020/01/06 17:09
58,f5ddcfd8ff9c1b908b24652f3560dcb3d88ca45608a871344b3a19b5036f86fe,5488e0934573bacc267fb507f3b69afe5e3d2ad07ce6290973b08e53122fdcbb,수락 후 지금까지 아무런 연락이 없었습니다,1,recruitReview,2020/01/06 16:00
